1,400,0.003420125,0.00441681,141,0.007836935
2,36,0.003412714,0.007658281,37,0.011070995
3,38,0.007555225,0.023115797,11,0.030671023
4,400,0.026253625,0.025243548,156,0.051497173
5,400,0.006233868,0.007697716,150,0.013931584
6,29,0.001016956,0.005907035,26,0.006923991
7,21,0.003094827,0.002078097,13,0.005172924
8,10,0.0425,0.001134415,4,0.043634415
9,400,0.006683914,0.005637535,141,0.012321449
10,67,0.037620439,0.008713086,58,0.046333526
11,40,0.017062524,0.016667844,29,0.033730368
12,40,0.000580864,0.009939927,34,0.01052079
13,43,0.011213261,0.004860965,31,0.016074226
14,50,0.008220999,0.004365158,37,0.012586157
15,10,0.04486875,0.02236875,4,0.0672375
16,10,0.013204041,0.003087482,4,0.016291523
17,10,0.003528518,0.004639736,2,0.008168254
18,69,0.008610122,0.005685548,44,0.014295669
19,10,0.045464583,0.005441606,2,0.050906189
20,15,0.005317472,0.009983643,18,0.015301115
21,20,0.003078652,0.007042681,16,0.010121333
22,19,0.00197507,0.006844673,16,0.008819743
23,36,0.006899534,0.010466003,25,0.017365536
24,10,0.05,0.025,2,0.075
25,44,0.002966896,0.006147293,37,0.009114189
26,11,0.002744386,0.003423969,7,0.006168354
27,37,0.004894717,0.005963966,37,0.010858684
28,44,0.005387572,0.012244336,34,0.017631909
29,23,0.021840456,0.019665316,10,0.041505772
30,30,0.021333589,0.014117664,17,0.035451252
31,10,0.003343666,0.002437883,4,0.005781549
32,11,0.038901978,0.002923663,3,0.041825641
33,10,0.006786112,0.003436116,5,0.010222228
34,49,0.014668587,0.009311539,40,0.023980126
35,400,0.017518496,0.022573235,401,0.040091731
36,21,0.00194649,0.001215205,28,0.003161695
37,400,0.031586825,0.029527104,242,0.06111393
38,39,0.003857323,0.014205278,38,0.018062601
39,42,0.02431804,0.020961561,22,0.045279601
40,10,0.000298137,0.001333197,3,0.001631334
41,22,0.002950208,0.003166773,25,0.006116981
42,19,0.007947024,0.002105457,13,0.01005248
43,29,0.022572621,0.000846867,34,0.023419488
44,32,0.019048354,0.000257036,52,0.01930539
45,12,0.039583333,0.001175563,7,0.040758897
46,33,0.015729963,0.004808444,40,0.020538407
47,19,0.03300731,0.002483566,10,0.035490876
48,34,0.017821534,0.002933173,25,0.020754707
49,10,0.003099109,0.00351291,4,0.006612019
50,10,0.00413783,0.017880685,3,0.022018515
51,20,0.025109288,0.004583851,22,0.029693139
52,22,0.029509785,0.018337121,16,0.047846907
53,33,0.022349775,0.011954198,34,0.034303973
54,34,0.022260938,0.008427681,49,0.030688619
55,65,0.01597728,0.016507366,53,0.032484646
56,23,0.007453143,0.011941034,31,0.019394176
57,11,0.038791667,0.001731,3,0.040522667
58,26,0.027077609,0.003717177,18,0.030794786
59,14,0.035662202,0.012087709,6,0.047749912
60,30,0.01934453,0.012664249,23,0.032008779
61,30,0.01836164,0.009076685,20,0.027438326
62,17,0.003124949,0.002122134,13,0.005247083
63,38,0.003588138,0.010851739,52,0.014439876
64,28,0.021180441,0.007256557,22,0.028436998
65,22,0.026004981,-3.14E-06,16,0.026001837
66,33,0.015922537,0.013574309,22,0.029496846
67,40,0.031409413,0.014461795,32,0.045871208
68,28,0.008052238,0.002036481,28,0.010088718
69,25,0.024652734,0.001410605,25,0.026063338
70,33,0.020939502,0.001305774,25,0.022245276
71,53,0.019384272,0.008095111,65,0.027479383
72,19,0.007778572,0.013583059,22,0.021361631
73,20,0.007582875,0.016152455,16,0.023735331
74,10,0.000333872,-0.000656275,3,-0.000322403
75,30,0.007756477,0.006404892,17,0.014161368
76,10,0.002379005,0.007426411,3,0.009805415
77,28,0.016429248,0.002704433,23,0.019133681
78,55,0.020759921,0.004981727,37,0.025741648
79,13,0.003758097,0.015832068,7,0.019590165
80,16,0.001515744,0.012407536,7,0.01392328
81,20,0.008479288,-0.000428744,14,0.008050544
82,10,0.000766774,-0.000476304,4,0.000290471
83,54,0.006597348,0.00866419,46,0.015261538
84,15,0.003554549,0.00579961,7,0.009354159
85,16,0.032645545,0.002284951,9,0.034930496
86,31,0.011334676,0.014656464,16,0.02599114
87,40,0.009771116,0.006830424,28,0.01660154
88,55,0.007585508,0.015707066,29,0.023292574
89,38,0.00570037,0.01402962,19,0.01972999
90,37,0.007512384,0.005420703,34,0.012933086
91,42,0.026470937,0.013677373,53,0.04014831
92,10,0.045022917,0.020989931,3,0.066012847
93,13,0.038461538,0.001555155,6,0.040016694
94,292,0.017373668,0.037652387,124,0.055026054
95,400,0.027979091,0.032182203,274,0.060161294
96,10,0.004059547,0.025,2,0.029059547
97,22,0.012187068,0.029731692,13,0.04191876
98,30,0.021382838,0.012333965,22,0.033716804
99,64,0.026250734,0.012208663,24,0.038459397
100,18,0.027216243,0.0105871,5,0.037803342
101,400,0.03110966,0.032338366,266,0.063448026
102,27,0.010942023,0.005633576,20,0.0165756
103,10,0.045329167,0.005476875,2,0.050806042
104,400,0.030666303,0.033853817,265,0.06452012
105,10,0.0475,0.003019496,5,0.050519496
106,10,0.013323637,0.002684829,3,0.016008466
107,27,0.022719695,0.012756582,11,0.035476277
108,25,0.009573973,0.009270152,23,0.018844125
109,400,0.034295228,0.040726213,227,0.075021441
110,23,0.00995914,0.005013978,22,0.014973118
111,35,0.023148764,0.019682097,25,0.042830862
112,21,0.032217923,0.002024672,13,0.034242595
113,48,0.005385387,0.007536568,56,0.012921955
114,10,0.0475,0.00345286,5,0.05095286
115,13,0.038461538,0.000583166,7,0.039044704
116,41,0.022505937,0.007558287,53,0.030064224
117,31,0.008861868,0.009012288,17,0.017874155
118,23,0.010502825,0.004883512,17,0.015386337
119,38,0.020579558,0.01809239,49,0.038671948
120,400,0.032853228,0.038229442,203,0.071082669
121,49,0.010214455,0.007610443,59,0.017824899
122,32,0.028761366,0.01749322,22,0.046254586
123,51,0.010113976,0.019611212,16,0.029725189
124,400,0.0334887,0.039143061,190,0.072631761
125,11,0.002334321,0.001246877,4,0.003581197
126,400,0.030925451,0.037768912,275,0.068694363
127,31,0.026607248,0.012231072,20,0.038838319
128,29,0.002105309,0.002096099,13,0.004201408
129,33,0.023554692,0.008505219,56,0.032059911
130,11,0.002304202,0.018388258,6,0.02069246
