1,400,0.003752709902636462
2,21,0.029613414115646258
3,24,0.007751800499847374
4,400,0.0023766141215511892
5,400,0.0039645974600926405
6,400,0.0036972960807555195
7,16,-0.0005669314612580831
8,45,0.016116762452107285
9,102,0.008116731002328957
10,226,0.004927550878308357
11,400,0.024512490799612686
12,400,0.03622231398809546
13,400,0.038634972098214516
14,36,0.0273425925925926
15,400,0.03879261409406356
16,400,0.040550686785543605
17,400,0.04066759998685024
18,400,0.03995370009466368
19,33,0.00768303847352143
20,400,0.04086787823258804
21,400,0.04254989091829118
22,35,0.003914672583677101
23,400,0.03933022607853564
24,400,0.04338003612323318
25,28,0.016572978732576953
26,38,0.009255059112931166
27,400,0.04097771824608521
28,16,0.0010855115064876304
29,400,0.04451789922753633
30,21,0.03694543650793652
31,24,0.00013288786055924286
32,400,0.04101245642636546
33,66,0.010053902834104698
34,400,0.03663690280485462
35,400,0.040457710799238523
36,38,0.014802157002899975
37,400,0.0429051586228644
38,20,0.0037087014048761803
39,31,0.0012273982451236959
40,400,0.04344306877732796
41,52,0.009574249693141754
42,22,0.030756425865800872
43,400,0.04198530291939448
44,14,0.03396583322999338
45,400,0.040218371567787674
46,400,0.041360105868118835
47,400,0.041075730214738926
48,22,0.02758447758838384
49,400,0.03808481396140934
50,71,0.006576484817826303
51,400,0.033608245786750146
52,19,0.00032297315985389255
53,400,0.04100835918911388
54,400,0.039619739491223986
55,18,0.0028746812877160984
56,400,0.04467661887040898
57,31,0.011984889258199884
58,400,0.04214410372975088
59,57,0.007006657525729923
60,400,0.0407509804228024
61,400,0.03858831680601471
62,400,0.04098522541612077
63,400,0.040081165293583826
64,24,0.00043658657930140034
65,20,0.0017067673884709437
66,400,0.04332089284621293
67,12,0.03576736111111111
68,400,0.04354920023081129
69,400,0.04177099744925121
70,28,0.023330214189263673
71,400,0.04183284178801974
72,400,0.041847215036563974
73,400,0.04277210391622696
74,53,0.02212084456424079
75,400,0.04015916108630975
76,400,0.03809979148968709
77,17,0.0007047671973843571
78,21,0.0322623064800362
79,10,0.042499999999999996
80,400,0.035914427509006995
81,400,0.0409331733630955
82,25,5.3553864724060904e-05
83,15,0.03490173611111111
84,41,0.004763686812919298
85,35,0.01892284573754631
86,15,0.033469714506172844
87,71,0.010476905340932869
88,400,0.03624552232818035
89,400,0.039460116103586976
90,400,0.03808005879427091
91,40,0.005076899661864654
92,400,0.03732299319120104
93,12,0.003211064109501609
94,18,0.03330179398148149
95,39,0.016071008023192637
96,400,0.03875561472039496
